image_path,label
crohme/train/img/200922-949-215.bmp,__MISSING__
crohme/train/img/2009212-1031-55.bmp,__MISSING__
crohme/train/img/200923-1553-213.bmp,__MISSING__
crohme/train/img/107_herbert.bmp,__MISSING__
crohme/train/img/MfrDB2594.bmp,__MISSING__
crohme/train/img/MfrDB1546.bmp,__MISSING__
crohme/train/img/formulaire026-equation048.bmp,__MISSING__
crohme/train/img/200922-947-11.bmp,__MISSING__
crohme/train/img/200924-1331-73.bmp,__MISSING__
crohme/train/img/formulaire010-equation021.bmp,__MISSING__
crohme/train/img/MfrDB2272.bmp,__MISSING__
crohme/train/img/200922-949-184.bmp,__MISSING__
crohme/train/img/2009220-1327-30.bmp,__MISSING__
crohme/train/img/200925-1126-99.bmp,__MISSING__
crohme/train/img/formulaire011-equation066.bmp,__MISSING__
crohme/train/img/formulaire030-equation021.bmp,__MISSING__
crohme/train/img/2009220-1327-51.bmp,__MISSING__
crohme/train/img/formulaire035-equation010.bmp,__MISSING__
crohme/train/img/2009213-139-148.bmp,__MISSING__
crohme/train/img/MfrDB3453.bmp,__MISSING__
crohme/train/img/MfrDB3565.bmp,__MISSING__
crohme/train/img/85_Fabricio.bmp,__MISSING__
crohme/train/img/110_leo.bmp,__MISSING__
crohme/train/img/formulaire027-equation047.bmp,__MISSING__
crohme/train/img/MfrDB3047.bmp,__MISSING__
crohme/train/img/200922-949-262.bmp,__MISSING__
crohme/train/img/98_alfonso.bmp,__MISSING__
crohme/train/img/TrainData2_4_sub_46.bmp,__MISSING__
crohme/train/img/formulaire037-equation057.bmp,__MISSING__
crohme/train/img/MfrDB3205.bmp,__MISSING__
crohme/train/img/MfrDB2839.bmp,__MISSING__
crohme/train/img/200923-1254-61.bmp,__MISSING__
crohme/train/img/formulaire026-equation008.bmp,__MISSING__
crohme/train/img/200922-949-260.bmp,__MISSING__
crohme/train/img/200926-1550-119.bmp,__MISSING__
crohme/train/img/formulaire015-equation072.bmp,__MISSING__
crohme/train/img/MfrDB1265.bmp,__MISSING__
crohme/train/img/MfrDB2619.bmp,__MISSING__
crohme/train/img/200924-1331-26.bmp,__MISSING__
crohme/train/img/2009213-139-88.bmp,__MISSING__
crohme/train/img/formulaire039-equation049.bmp,__MISSING__
crohme/train/img/MfrDB1917.bmp,__MISSING__
crohme/train/img/formulaire036-equation021.bmp,__MISSING__
crohme/train/img/formulaire004-equation073.bmp,__MISSING__
crohme/train/img/MfrDB2182.bmp,__MISSING__
crohme/train/img/formulaire014-equation005.bmp,__MISSING__
crohme/train/img/KME2G3_14_sub_28.bmp,__MISSING__
crohme/train/img/TrainData2_12_sub_88.bmp,__MISSING__
crohme/train/img/2009212-952-19.bmp,__MISSING__
crohme/train/img/200923-1553-48.bmp,__MISSING__
crohme/train/img/200922-947-14.bmp,__MISSING__
crohme/train/img/MfrDB1325.bmp,__MISSING__
crohme/train/img/TrainData2_11_sub_95.bmp,__MISSING__
crohme/train/img/2009213-139-82.bmp,__MISSING__
crohme/train/img/formulaire018-equation012.bmp,__MISSING__
crohme/train/img/200923-131-289.bmp,__MISSING__
crohme/train/img/formulaire024-equation028.bmp,__MISSING__
crohme/train/img/TrainData2_7_sub_1.bmp,__MISSING__
crohme/train/img/KME1G3_7_sub_10.bmp,__MISSING__
crohme/train/img/2009220-1327-58.bmp,__MISSING__
crohme/train/img/2009213-139-168.bmp,__MISSING__
crohme/train/img/200923-131-28.bmp,__MISSING__
crohme/train/img/formulaire019-equation021.bmp,__MISSING__
crohme/train/img/MfrDB3398.bmp,__MISSING__
crohme/train/img/2009213-139-42.bmp,__MISSING__
crohme/train/img/MfrDB0109.bmp,__MISSING__
crohme/train/img/TrainData1_7_sub_21.bmp,__MISSING__
crohme/train/img/2009210-947-201.bmp,__MISSING__
crohme/train/img/TrainData1_4_sub_1.bmp,__MISSING__
crohme/train/img/2009213-137-128.bmp,__MISSING__
crohme/train/img/formulaire026-equation036.bmp,__MISSING__
crohme/train/img/formulaire016-equation018.bmp,__MISSING__
crohme/train/img/200922-949-85.bmp,__MISSING__
crohme/train/img/MfrDB3474.bmp,__MISSING__
crohme/train/img/2009213-139-181.bmp,__MISSING__
crohme/train/img/70_leissi.bmp,__MISSING__
crohme/train/img/formulaire001-equation027.bmp,__MISSING__
crohme/train/img/200922-947-49.bmp,__MISSING__
crohme/train/img/2009210-947-204.bmp,__MISSING__
crohme/train/img/formulaire032-equation036.bmp,__MISSING__
crohme/train/img/2009210-947-169.bmp,__MISSING__
crohme/train/img/MfrDB3175.bmp,__MISSING__
crohme/train/img/formulaire024-equation048.bmp,__MISSING__
crohme/train/img/TrainData2_21_sub_46.bmp,__MISSING__
crohme/train/img/2009220-1327-48.bmp,__MISSING__
crohme/train/img/KME2G3_2_sub_96.bmp,__MISSING__
crohme/train/img/formulaire023-equation021.bmp,__MISSING__
crohme/train/img/formulaire018-equation016.bmp,__MISSING__
crohme/train/img/KME2G3_11_sub_26.bmp,__MISSING__
crohme/train/img/200923-1553-186.bmp,__MISSING__
crohme/train/img/200923-131-107.bmp,__MISSING__
crohme/train/img/200926-131-23.bmp,__MISSING__
crohme/train/img/2009212-952-1.bmp,__MISSING__
crohme/train/img/formulaire032-equation010.bmp,__MISSING__
crohme/train/img/200924-1331-172.bmp,__MISSING__
crohme/train/img/2009210-947-77.bmp,__MISSING__
crohme/train/img/2009210-947-157.bmp,__MISSING__
crohme/train/img/formulaire028-equation016.bmp,__MISSING__
crohme/train/img/200923-1556-250.bmp,__MISSING__
crohme/train/img/formulaire038-equation056.bmp,__MISSING__
crohme/train/img/KME1G3_0_sub_21.bmp,__MISSING__
crohme/train/img/200922-1017-4.bmp,__MISSING__
crohme/train/img/200923-1251-243.bmp,__MISSING__
crohme/train/img/200923-1553-37.bmp,__MISSING__
crohme/train/img/formulaire005-equation065.bmp,__MISSING__
crohme/train/img/KME2G3_28_sub_30.bmp,__MISSING__
crohme/train/img/MfrDB1591.bmp,__MISSING__
crohme/train/img/2009213-137-145.bmp,__MISSING__
crohme/train/img/formulaire010-equation029.bmp,__MISSING__
crohme/train/img/MfrDB1052.bmp,__MISSING__
crohme/train/img/MfrDB2130.bmp,__MISSING__
crohme/train/img/formulaire028-equation010.bmp,__MISSING__
crohme/train/img/formulaire022-equation005.bmp,__MISSING__
crohme/train/img/200922-1017-163.bmp,__MISSING__
crohme/train/img/TrainData2_5_sub_43.bmp,__MISSING__
crohme/train/img/79_user0.bmp,__MISSING__
crohme/train/img/formulaire005-equation035.bmp,__MISSING__
crohme/train/img/formulaire030-equation062.bmp,__MISSING__
crohme/train/img/65_mijail.bmp,__MISSING__
crohme/train/img/formulaire019-equation066.bmp,__MISSING__
crohme/train/img/2009213-139-73.bmp,__MISSING__
crohme/train/img/formulaire011-equation039.bmp,__MISSING__
crohme/train/img/200922-1017-173.bmp,__MISSING__
crohme/train/img/formulaire032-equation022.bmp,__MISSING__
crohme/train/img/MfrDB3154.bmp,__MISSING__
crohme/train/img/TrainData2_22_sub_29.bmp,__MISSING__
crohme/train/img/TrainData2_17_sub_88.bmp,__MISSING__
crohme/train/img/101_leo.bmp,__MISSING__
crohme/train/img/TrainData2_1_sub_95.bmp,__MISSING__
crohme/train/img/105_user0.bmp,__MISSING__
crohme/train/img/KME2G3_0_sub_81.bmp,__MISSING__
crohme/train/img/KME2G3_29_sub_74.bmp,__MISSING__
crohme/train/img/formulaire019-equation044.bmp,__MISSING__
crohme/train/img/2009210-947-213.bmp,__MISSING__
crohme/train/img/formulaire034-equation014.bmp,__MISSING__
crohme/train/img/MfrDB2493.bmp,__MISSING__
crohme/train/img/MfrDB1782.bmp,__MISSING__
crohme/train/img/TrainData2_8_sub_98.bmp,__MISSING__
crohme/train/img/MfrDB1542.bmp,__MISSING__
crohme/train/img/200926-1550-152.bmp,__MISSING__
crohme/train/img/MfrDB2254.bmp,__MISSING__
crohme/train/img/200922-947-202.bmp,__MISSING__
crohme/train/img/MfrDB3213.bmp,__MISSING__
crohme/train/img/formulaire034-equation049.bmp,__MISSING__
crohme/train/img/117_lucelia.bmp,__MISSING__
crohme/train/img/TrainData2_22_sub_20.bmp,__MISSING__
crohme/train/img/TrainData1_6_sub_3.bmp,__MISSING__
crohme/train/img/TrainData2_23_sub_1.bmp,__MISSING__
crohme/train/img/MfrDB3137.bmp,__MISSING__
crohme/train/img/formulaire014-equation061.bmp,__MISSING__
crohme/train/img/formulaire026-equation000.bmp,__MISSING__
crohme/train/img/200924-1312-7.bmp,__MISSING__
crohme/train/img/82_Nina.bmp,__MISSING__
crohme/train/img/formulaire030-equation073.bmp,__MISSING__
crohme/train/img/KME2G3_12_sub_95.bmp,__MISSING__
crohme/train/img/200925-1126-65.bmp,__MISSING__
crohme/train/img/127_leissi.bmp,__MISSING__
crohme/train/img/MfrDB0113.bmp,__MISSING__
crohme/train/img/TrainData2_18_sub_71.bmp,__MISSING__
crohme/train/img/TrainData2_1_sub_46.bmp,__MISSING__
crohme/train/img/KME2G3_20_sub_96.bmp,__MISSING__
crohme/train/img/MfrDB1455.bmp,__MISSING__
crohme/train/img/formulaire020-equation034.bmp,__MISSING__
crohme/train/img/MfrDB3248.bmp,__MISSING__
crohme/train/img/MfrDB2916.bmp,__MISSING__
crohme/train/img/MfrDB1687.bmp,__MISSING__
crohme/train/img/formulaire004-equation071.bmp,__MISSING__
crohme/train/img/MfrDB2120.bmp,__MISSING__
crohme/train/img/2009210-947-178.bmp,__MISSING__
crohme/train/img/formulaire009-equation045.bmp,__MISSING__
crohme/train/img/formulaire021-equation069.bmp,__MISSING__
crohme/train/img/TrainData2_13_sub_15.bmp,__MISSING__
crohme/train/img/formulaire007-equation001.bmp,__MISSING__
crohme/train/img/200923-1253-6.bmp,__MISSING__
crohme/train/img/formulaire007-equation019.bmp,__MISSING__
crohme/train/img/200926-1617-40.bmp,__MISSING__
crohme/train/img/200923-1254-252.bmp,__MISSING__
crohme/train/img/formulaire016-equation047.bmp,__MISSING__
crohme/train/img/MfrDB1528.bmp,__MISSING__
crohme/train/img/KME2G3_6_sub_26.bmp,__MISSING__
crohme/train/img/82_herbert.bmp,__MISSING__
crohme/train/img/formulaire027-equation073.bmp,__MISSING__
crohme/train/img/formulaire008-equation018.bmp,__MISSING__
crohme/train/img/2009210-947-93.bmp,__MISSING__
crohme/train/img/formulaire010-equation002.bmp,__MISSING__
crohme/train/img/MfrDB3109.bmp,__MISSING__
crohme/train/img/formulaire013-equation018.bmp,__MISSING__
crohme/train/img/85_carlos.bmp,__MISSING__
crohme/train/img/MfrDB1671.bmp,__MISSING__
crohme/train/img/formulaire034-equation046.bmp,__MISSING__
crohme/train/img/TrainData2_14_sub_46.bmp,__MISSING__
crohme/train/img/formulaire008-equation029.bmp,__MISSING__
crohme/train/img/formulaire030-equation034.bmp,__MISSING__
crohme/train/img/200922-949-266.bmp,__MISSING__
crohme/train/img/2009212-1031-82.bmp,__MISSING__
crohme/train/img/formulaire038-equation016.bmp,__MISSING__
crohme/train/img/MfrDB3187.bmp,__MISSING__
crohme/train/img/200923-1253-89.bmp,__MISSING__
crohme/train/img/2009210-947-221.bmp,__MISSING__
crohme/train/img/200924-1331-253.bmp,__MISSING__
crohme/train/img/MfrDB3051.bmp,__MISSING__
crohme/train/img/KME2G3_26_sub_28.bmp,__MISSING__
crohme/train/img/MfrDB3275.bmp,__MISSING__
crohme/train/img/200923-1253-150.bmp,__MISSING__
crohme/train/img/formulaire022-equation042.bmp,__MISSING__
crohme/train/img/2009210-947-208.bmp,__MISSING__
crohme/train/img/70_david.bmp,__MISSING__
crohme/train/img/KME2G3_14_sub_96.bmp,__MISSING__
crohme/train/img/200923-1251-226.bmp,__MISSING__
crohme/train/img/formulaire031-equation051.bmp,__MISSING__
crohme/train/img/90_carlos.bmp,__MISSING__
crohme/train/img/200923-1254-191.bmp,__MISSING__
crohme/train/img/126_carlos.bmp,__MISSING__
crohme/train/img/TrainData1_5_sub_3.bmp,__MISSING__
crohme/train/img/MfrDB3247.bmp,__MISSING__
crohme/train/img/2009220-1327-84.bmp,__MISSING__
crohme/train/img/MfrDB1811.bmp,__MISSING__
crohme/train/img/formulaire003-equation020.bmp,__MISSING__
crohme/train/img/200924-1312-196.bmp,__MISSING__
crohme/train/img/200926-131-114.bmp,__MISSING__
crohme/train/img/TrainData2_21_sub_63.bmp,__MISSING__
crohme/train/img/200923-1553-221.bmp,__MISSING__
crohme/train/img/formulaire027-equation021.bmp,__MISSING__
crohme/train/img/200922-947-80.bmp,__MISSING__
crohme/train/img/formulaire029-equation023.bmp,__MISSING__
crohme/train/img/KME2G3_30_sub_26.bmp,__MISSING__
crohme/train/img/formulaire004-equation036.bmp,__MISSING__
crohme/train/img/MfrDB2915.bmp,__MISSING__
crohme/train/img/MfrDB3031.bmp,__MISSING__
crohme/train/img/MfrDB0639.bmp,__MISSING__
crohme/train/img/98_Nina.bmp,__MISSING__
crohme/train/img/200923-1254-31.bmp,__MISSING__
crohme/train/img/formulaire027-equation068.bmp,__MISSING__
crohme/train/img/200925-1126-41.bmp,__MISSING__
crohme/train/img/formulaire030-equation002.bmp,__MISSING__
crohme/train/img/76_miguel.bmp,__MISSING__
crohme/train/img/MfrDB2410.bmp,__MISSING__
crohme/train/img/TrainData2_15_sub_61.bmp,__MISSING__
crohme/train/img/MfrDB1543.bmp,__MISSING__
crohme/train/img/formulaire033-equation059.bmp,__MISSING__
crohme/train/img/2009212-1031-143.bmp,__MISSING__
crohme/train/img/formulaire015-equation060.bmp,__MISSING__
crohme/train/img/2009220-1327-27.bmp,__MISSING__
crohme/train/img/2009213-139-157.bmp,__MISSING__
crohme/train/img/MfrDB1235.bmp,__MISSING__
crohme/train/img/KME2G3_0_sub_38.bmp,__MISSING__
crohme/train/img/200923-131-56.bmp,__MISSING__
crohme/train/img/formulaire022-equation062.bmp,__MISSING__
crohme/train/img/formulaire002-equation012.bmp,__MISSING__
crohme/train/img/formulaire023-equation057.bmp,__MISSING__
crohme/train/img/formulaire019-equation010.bmp,__MISSING__
crohme/train/img/MfrDB1508.bmp,__MISSING__
crohme/train/img/formulaire002-equation010.bmp,__MISSING__
crohme/train/img/200923-1556-22.bmp,__MISSING__
crohme/train/img/200923-131-135.bmp,__MISSING__
crohme/train/img/65_leo.bmp,__MISSING__
crohme/train/img/formulaire029-equation057.bmp,__MISSING__
crohme/train/img/2009213-137-31.bmp,__MISSING__
crohme/train/img/2009213-139-133.bmp,__MISSING__
crohme/train/img/formulaire004-equation009.bmp,__MISSING__
crohme/train/img/90_rosario.bmp,__MISSING__
crohme/train/img/200925-1126-58.bmp,__MISSING__
crohme/train/img/MfrDB2922.bmp,__MISSING__
crohme/train/img/200923-1251-6.bmp,__MISSING__
crohme/train/img/MfrDB2814.bmp,__MISSING__
crohme/train/img/formulaire020-equation037.bmp,__MISSING__
crohme/train/img/formulaire021-equation015.bmp,__MISSING__
crohme/train/img/200923-1251-89.bmp,__MISSING__
crohme/train/img/2009213-137-56.bmp,__MISSING__
crohme/train/img/formulaire017-equation018.bmp,__MISSING__
crohme/train/img/formulaire012-equation029.bmp,__MISSING__
crohme/train/img/2009213-137-205.bmp,__MISSING__
crohme/train/img/MfrDB2856.bmp,__MISSING__
crohme/train/img/MfrDB0151.bmp,__MISSING__
crohme/train/img/200923-1253-14.bmp,__MISSING__
crohme/train/img/TrainData2_8_sub_43.bmp,__MISSING__
crohme/train/img/MfrDB1786.bmp,__MISSING__
crohme/train/img/formulaire026-equation024.bmp,__MISSING__
crohme/train/img/MfrDB0107.bmp,__MISSING__
crohme/train/img/200923-1253-269.bmp,__MISSING__
crohme/train/img/MfrDB2004.bmp,__MISSING__
crohme/train/img/MfrDB1509.bmp,__MISSING__
crohme/train/img/200923-1556-67.bmp,__MISSING__
crohme/train/img/MfrDB2371.bmp,__MISSING__
crohme/train/img/formulaire022-equation023.bmp,__MISSING__
crohme/train/img/MfrDB3902.bmp,__MISSING__
crohme/train/img/formulaire017-equation033.bmp,__MISSING__
crohme/train/img/200923-1553-303.bmp,__MISSING__
crohme/train/img/formulaire031-equation015.bmp,__MISSING__
crohme/train/img/107_Nina.bmp,__MISSING__
crohme/train/img/200926-131-239.bmp,__MISSING__
crohme/train/img/MfrDB2884.bmp,__MISSING__
crohme/train/img/200923-1553-285.bmp,__MISSING__
crohme/train/img/MfrDB3534.bmp,__MISSING__
crohme/train/img/200922-1017-82.bmp,__MISSING__
crohme/train/img/formulaire019-equation017.bmp,__MISSING__
crohme/train/img/formulaire015-equation048.bmp,__MISSING__
crohme/train/img/formulaire037-equation051.bmp,__MISSING__
crohme/train/img/formulaire036-equation010.bmp,__MISSING__
crohme/train/img/formulaire035-equation070.bmp,__MISSING__
crohme/train/img/formulaire005-equation041.bmp,__MISSING__
crohme/train/img/formulaire035-equation036.bmp,__MISSING__
crohme/train/img/200923-1556-198.bmp,__MISSING__
crohme/train/img/200923-131-102.bmp,__MISSING__
crohme/train/img/2009213-139-95.bmp,__MISSING__
crohme/train/img/formulaire030-equation004.bmp,__MISSING__
crohme/train/img/formulaire005-equation014.bmp,__MISSING__
crohme/train/img/200925-1126-153.bmp,__MISSING__
crohme/train/img/8_em_62.bmp,__MISSING__
crohme/train/img/200926-1550-43.bmp,__MISSING__
crohme/train/img/MfrDB2350.bmp,__MISSING__
crohme/train/img/200923-131-148.bmp,__MISSING__
crohme/train/img/TrainData2_16_sub_43.bmp,__MISSING__
crohme/train/img/200924-1331-137.bmp,__MISSING__
crohme/train/img/MfrDB2834.bmp,__MISSING__
crohme/train/img/TrainData2_3_sub_33.bmp,__MISSING__
crohme/train/img/formulaire018-equation034.bmp,__MISSING__
crohme/train/img/MfrDB2953.bmp,__MISSING__
crohme/train/img/formulaire022-equation067.bmp,__MISSING__
crohme/train/img/200924-1331-52.bmp,__MISSING__
crohme/train/img/formulaire035-equation017.bmp,__MISSING__
crohme/train/img/MfrDB1483.bmp,__MISSING__
crohme/train/img/200923-1254-88.bmp,__MISSING__
crohme/train/img/200924-1331-249.bmp,__MISSING__
crohme/train/img/formulaire023-equation028.bmp,__MISSING__
crohme/train/img/2009213-137-151.bmp,__MISSING__
crohme/train/img/2009210-947-162.bmp,__MISSING__
crohme/train/img/TrainData2_15_sub_20.bmp,__MISSING__
crohme/train/img/200922-949-100.bmp,__MISSING__
crohme/train/img/200923-1556-78.bmp,__MISSING__
crohme/train/img/MfrDB3376.bmp,__MISSING__
crohme/train/img/formulaire026-equation054.bmp,__MISSING__
crohme/train/img/formulaire017-equation064.bmp,__MISSING__
crohme/train/img/200923-1253-79.bmp,__MISSING__
crohme/train/img/formulaire016-equation031.bmp,__MISSING__
crohme/train/img/200923-1553-32.bmp,__MISSING__
crohme/train/img/formulaire032-equation007.bmp,__MISSING__
crohme/train/img/formulaire023-equation064.bmp,__MISSING__
crohme/train/img/TrainData2_21_sub_15.bmp,__MISSING__
crohme/train/img/MfrDB1657.bmp,__MISSING__
crohme/train/img/MfrDB2428.bmp,__MISSING__
crohme/train/img/200923-1556-243.bmp,__MISSING__
crohme/train/img/formulaire019-equation039.bmp,__MISSING__
crohme/train/img/200923-1556-5.bmp,__MISSING__
crohme/train/img/200923-1251-252.bmp,__MISSING__
crohme/train/img/formulaire025-equation001.bmp,__MISSING__
crohme/train/img/TrainData2_26_sub_29.bmp,__MISSING__
crohme/train/img/formulaire017-equation056.bmp,__MISSING__
crohme/train/img/MfrDB2208.bmp,__MISSING__
crohme/train/img/MfrDB3108.bmp,__MISSING__
crohme/train/img/MfrDB3356.bmp,__MISSING__
crohme/train/img/TrainData2_25_sub_88.bmp,__MISSING__
crohme/train/img/TrainData2_19_sub_61.bmp,__MISSING__
crohme/train/img/formulaire025-equation024.bmp,__MISSING__
crohme/train/img/MfrDB1174.bmp,__MISSING__
crohme/train/img/formulaire032-equation015.bmp,__MISSING__
crohme/train/img/200924-1312-195.bmp,__MISSING__
crohme/train/img/124_Fabricio.bmp,__MISSING__
crohme/train/img/KME2G3_16_sub_81.bmp,__MISSING__
crohme/train/img/formulaire015-equation023.bmp,__MISSING__
crohme/train/img/formulaire036-equation008.bmp,__MISSING__
crohme/train/img/TrainData2_9_sub_46.bmp,__MISSING__
crohme/train/img/formulaire029-equation052.bmp,__MISSING__
crohme/train/img/200923-1253-288.bmp,__MISSING__
crohme/train/img/200922-1017-84.bmp,__MISSING__
crohme/train/img/MfrDB2807.bmp,__MISSING__
crohme/train/img/formulaire037-equation031.bmp,__MISSING__
crohme/train/img/formulaire001-equation059.bmp,__MISSING__
crohme/train/img/MfrDB1230.bmp,__MISSING__
crohme/train/img/200925-1126-147.bmp,__MISSING__
crohme/train/img/95_Nina.bmp,__MISSING__
crohme/train/img/TrainData2_17_sub_95.bmp,__MISSING__
crohme/train/img/110_Frank.bmp,__MISSING__
crohme/train/img/MfrDB1565.bmp,__MISSING__
crohme/train/img/200923-1553-58.bmp,__MISSING__
crohme/train/img/formulaire027-equation042.bmp,__MISSING__
crohme/train/img/200923-1253-84.bmp,__MISSING__
crohme/train/img/MfrDB1503.bmp,__MISSING__
crohme/train/img/formulaire013-equation008.bmp,__MISSING__
crohme/train/img/TrainData2_15_sub_39.bmp,__MISSING__
crohme/train/img/formulaire025-equation058.bmp,__MISSING__
crohme/train/img/MfrDB3133.bmp,__MISSING__
crohme/train/img/2009213-137-40.bmp,__MISSING__
crohme/train/img/formulaire009-equation001.bmp,__MISSING__
crohme/train/img/formulaire009-equation057.bmp,__MISSING__
crohme/train/img/2009212-1031-21.bmp,__MISSING__
crohme/train/img/MfrDB3021.bmp,__MISSING__
crohme/train/img/TrainData2_3_sub_71.bmp,__MISSING__
